"block_id","program","k","N","q","prev","draws","seed","status"
432,"prev_strata",5,100,0.85,0.05,50000,20300432,"open"
433,"prev_strata",5,100,0.85,0.2,50000,20300433,"open"
434,"prev_strata",5,100,0.85,0.5,50000,20300434,"open"
435,"prev_strata",5,100,0.85,0.8,50000,20300435,"open"
436,"prev_strata",5,100,0.85,0.95,50000,20300436,"open"
437,"prev_strata",5,100,0.92,0.05,50000,20300437,"open"
438,"prev_strata",5,100,0.92,0.2,50000,20300438,"open"
439,"prev_strata",5,100,0.92,0.5,50000,20300439,"open"
440,"prev_strata",5,100,0.92,0.8,50000,20300440,"open"
441,"prev_strata",5,100,0.92,0.95,50000,20300441,"open"
442,"prev_strata",5,100,0.97,0.05,50000,20300442,"open"
443,"prev_strata",5,100,0.97,0.2,50000,20300443,"open"
444,"prev_strata",5,100,0.97,0.5,50000,20300444,"open"
445,"prev_strata",5,100,0.97,0.8,50000,20300445,"open"
446,"prev_strata",5,100,0.97,0.95,50000,20300446,"open"
447,"prev_strata",5,150,0.65,0.05,50000,20300447,"open"
448,"prev_strata",5,150,0.65,0.2,50000,20300448,"open"
449,"prev_strata",5,150,0.65,0.5,50000,20300449,"open"
450,"prev_strata",5,150,0.65,0.8,50000,20300450,"open"
451,"prev_strata",5,150,0.65,0.95,50000,20300451,"open"
452,"prev_strata",5,150,0.75,0.05,50000,20300452,"open"
453,"prev_strata",5,150,0.75,0.2,50000,20300453,"open"
454,"prev_strata",5,150,0.75,0.5,50000,20300454,"open"
455,"prev_strata",5,150,0.75,0.8,50000,20300455,"open"
456,"prev_strata",5,150,0.75,0.95,50000,20300456,"open"
457,"prev_strata",5,150,0.85,0.05,50000,20300457,"open"
458,"prev_strata",5,150,0.85,0.2,50000,20300458,"open"
459,"prev_strata",5,150,0.85,0.5,50000,20300459,"open"
460,"prev_strata",5,150,0.85,0.8,50000,20300460,"open"
461,"prev_strata",5,150,0.85,0.95,50000,20300461,"open"
462,"prev_strata",5,150,0.92,0.05,50000,20300462,"open"
463,"prev_strata",5,150,0.92,0.2,50000,20300463,"open"
464,"prev_strata",5,150,0.92,0.5,50000,20300464,"open"
465,"prev_strata",5,150,0.92,0.8,50000,20300465,"open"
466,"prev_strata",5,150,0.92,0.95,50000,20300466,"open"
467,"prev_strata",5,150,0.97,0.05,50000,20300467,"open"
468,"prev_strata",5,150,0.97,0.2,50000,20300468,"open"
469,"prev_strata",5,150,0.97,0.5,50000,20300469,"open"
470,"prev_strata",5,150,0.97,0.8,50000,20300470,"open"
471,"prev_strata",5,150,0.97,0.95,50000,20300471,"open"
472,"prev_strata",5,200,0.65,0.05,50000,20300472,"open"
473,"prev_strata",5,200,0.65,0.2,50000,20300473,"open"
474,"prev_strata",5,200,0.65,0.5,50000,20300474,"open"
475,"prev_strata",5,200,0.65,0.8,50000,20300475,"open"
476,"prev_strata",5,200,0.65,0.95,50000,20300476,"open"
477,"prev_strata",5,200,0.75,0.05,50000,20300477,"open"
478,"prev_strata",5,200,0.75,0.2,50000,20300478,"open"
479,"prev_strata",5,200,0.75,0.5,50000,20300479,"open"
480,"prev_strata",5,200,0.75,0.8,50000,20300480,"open"
481,"prev_strata",5,200,0.75,0.95,50000,20300481,"open"
482,"prev_strata",5,200,0.85,0.05,50000,20300482,"open"
483,"prev_strata",5,200,0.85,0.2,50000,20300483,"open"
484,"prev_strata",5,200,0.85,0.5,50000,20300484,"open"
485,"prev_strata",5,200,0.85,0.8,50000,20300485,"open"
486,"prev_strata",5,200,0.85,0.95,50000,20300486,"open"
487,"prev_strata",5,200,0.92,0.05,50000,20300487,"open"
488,"prev_strata",5,200,0.92,0.2,50000,20300488,"open"
489,"prev_strata",5,200,0.92,0.5,50000,20300489,"open"
490,"prev_strata",5,200,0.92,0.8,50000,20300490,"open"
491,"prev_strata",5,200,0.92,0.95,50000,20300491,"open"
492,"prev_strata",5,200,0.97,0.05,50000,20300492,"open"
493,"prev_strata",5,200,0.97,0.2,50000,20300493,"open"
494,"prev_strata",5,200,0.97,0.5,50000,20300494,"open"
495,"prev_strata",5,200,0.97,0.8,50000,20300495,"open"
496,"prev_strata",5,200,0.97,0.95,50000,20300496,"open"
497,"prev_strata",5,300,0.65,0.05,50000,20300497,"open"
498,"prev_strata",5,300,0.65,0.2,50000,20300498,"open"
499,"prev_strata",5,300,0.65,0.5,50000,20300499,"open"
500,"prev_strata",5,300,0.65,0.8,50000,20300500,"open"
501,"prev_strata",5,300,0.65,0.95,50000,20300501,"open"
502,"prev_strata",5,300,0.75,0.05,50000,20300502,"open"
503,"prev_strata",5,300,0.75,0.2,50000,20300503,"open"
504,"prev_strata",5,300,0.75,0.5,50000,20300504,"open"
505,"prev_strata",5,300,0.75,0.8,50000,20300505,"open"
506,"prev_strata",5,300,0.75,0.95,50000,20300506,"open"
507,"prev_strata",5,300,0.85,0.05,50000,20300507,"open"
508,"prev_strata",5,300,0.85,0.2,50000,20300508,"open"
509,"prev_strata",5,300,0.85,0.5,50000,20300509,"open"
510,"prev_strata",5,300,0.85,0.8,50000,20300510,"open"
511,"prev_strata",5,300,0.85,0.95,50000,20300511,"open"
512,"prev_strata",5,300,0.92,0.05,50000,20300512,"open"
513,"prev_strata",5,300,0.92,0.2,50000,20300513,"open"
514,"prev_strata",5,300,0.92,0.5,50000,20300514,"open"
515,"prev_strata",5,300,0.92,0.8,50000,20300515,"open"
516,"prev_strata",5,300,0.92,0.95,50000,20300516,"open"
517,"prev_strata",5,300,0.97,0.05,50000,20300517,"open"
518,"prev_strata",5,300,0.97,0.2,50000,20300518,"open"
519,"prev_strata",5,300,0.97,0.5,50000,20300519,"open"
520,"prev_strata",5,300,0.97,0.8,50000,20300520,"open"
521,"prev_strata",5,300,0.97,0.95,50000,20300521,"open"
522,"prev_strata",5,500,0.65,0.05,50000,20300522,"open"
523,"prev_strata",5,500,0.65,0.2,50000,20300523,"open"
524,"prev_strata",5,500,0.65,0.5,50000,20300524,"open"
525,"prev_strata",5,500,0.65,0.8,50000,20300525,"open"
526,"prev_strata",5,500,0.65,0.95,50000,20300526,"open"
527,"prev_strata",5,500,0.75,0.05,50000,20300527,"open"
528,"prev_strata",5,500,0.75,0.2,50000,20300528,"open"
529,"prev_strata",5,500,0.75,0.5,50000,20300529,"open"
530,"prev_strata",5,500,0.75,0.8,50000,20300530,"open"
531,"prev_strata",5,500,0.75,0.95,50000,20300531,"open"
532,"prev_strata",5,500,0.85,0.05,50000,20300532,"open"
533,"prev_strata",5,500,0.85,0.2,50000,20300533,"open"
534,"prev_strata",5,500,0.85,0.5,50000,20300534,"open"
535,"prev_strata",5,500,0.85,0.8,50000,20300535,"open"
536,"prev_strata",5,500,0.85,0.95,50000,20300536,"open"
537,"prev_strata",5,500,0.92,0.05,50000,20300537,"open"
538,"prev_strata",5,500,0.92,0.2,50000,20300538,"open"
539,"prev_strata",5,500,0.92,0.5,50000,20300539,"open"
540,"prev_strata",5,500,0.92,0.8,50000,20300540,"open"
541,"prev_strata",5,500,0.92,0.95,50000,20300541,"open"
542,"prev_strata",5,500,0.97,0.05,50000,20300542,"open"
543,"prev_strata",5,500,0.97,0.2,50000,20300543,"open"
544,"prev_strata",5,500,0.97,0.5,50000,20300544,"open"
545,"prev_strata",5,500,0.97,0.8,50000,20300545,"open"
546,"prev_strata",5,500,0.97,0.95,50000,20300546,"open"
547,"prev_strata",5,1000,0.65,0.05,50000,20300547,"open"
548,"prev_strata",5,1000,0.65,0.2,50000,20300548,"open"
549,"prev_strata",5,1000,0.65,0.5,50000,20300549,"open"
550,"prev_strata",5,1000,0.65,0.8,50000,20300550,"open"
551,"prev_strata",5,1000,0.65,0.95,50000,20300551,"open"
552,"prev_strata",5,1000,0.75,0.05,50000,20300552,"open"
553,"prev_strata",5,1000,0.75,0.2,50000,20300553,"open"
554,"prev_strata",5,1000,0.75,0.5,50000,20300554,"open"
555,"prev_strata",5,1000,0.75,0.8,50000,20300555,"open"
556,"prev_strata",5,1000,0.75,0.95,50000,20300556,"open"
557,"prev_strata",5,1000,0.85,0.05,50000,20300557,"open"
558,"prev_strata",5,1000,0.85,0.2,50000,20300558,"open"
559,"prev_strata",5,1000,0.85,0.5,50000,20300559,"open"
560,"prev_strata",5,1000,0.85,0.8,50000,20300560,"open"
561,"prev_strata",5,1000,0.85,0.95,50000,20300561,"open"
562,"prev_strata",5,1000,0.92,0.05,50000,20300562,"open"
563,"prev_strata",5,1000,0.92,0.2,50000,20300563,"open"
564,"prev_strata",5,1000,0.92,0.5,50000,20300564,"open"
565,"prev_strata",5,1000,0.92,0.8,50000,20300565,"open"
566,"prev_strata",5,1000,0.92,0.95,50000,20300566,"open"
567,"prev_strata",5,1000,0.97,0.05,50000,20300567,"open"
568,"prev_strata",5,1000,0.97,0.2,50000,20300568,"open"
569,"prev_strata",5,1000,0.97,0.5,50000,20300569,"open"
570,"prev_strata",5,1000,0.97,0.8,50000,20300570,"open"
571,"prev_strata",5,1000,0.97,0.95,50000,20300571,"open"
572,"prev_strata",6,15,0.65,0.05,50000,20300572,"open"
573,"prev_strata",6,15,0.65,0.2,50000,20300573,"open"
574,"prev_strata",6,15,0.65,0.5,50000,20300574,"open"
575,"prev_strata",6,15,0.65,0.8,50000,20300575,"open"
576,"prev_strata",6,15,0.65,0.95,50000,20300576,"open"
577,"prev_strata",6,15,0.75,0.05,50000,20300577,"open"
578,"prev_strata",6,15,0.75,0.2,50000,20300578,"open"
579,"prev_strata",6,15,0.75,0.5,50000,20300579,"open"
580,"prev_strata",6,15,0.75,0.8,50000,20300580,"open"
581,"prev_strata",6,15,0.75,0.95,50000,20300581,"open"
582,"prev_strata",6,15,0.85,0.05,50000,20300582,"open"
583,"prev_strata",6,15,0.85,0.2,50000,20300583,"open"
584,"prev_strata",6,15,0.85,0.5,50000,20300584,"open"
585,"prev_strata",6,15,0.85,0.8,50000,20300585,"open"
586,"prev_strata",6,15,0.85,0.95,50000,20300586,"open"
587,"prev_strata",6,15,0.92,0.05,50000,20300587,"open"
588,"prev_strata",6,15,0.92,0.2,50000,20300588,"open"
589,"prev_strata",6,15,0.92,0.5,50000,20300589,"open"
590,"prev_strata",6,15,0.92,0.8,50000,20300590,"open"
591,"prev_strata",6,15,0.92,0.95,50000,20300591,"open"
592,"prev_strata",6,15,0.97,0.05,50000,20300592,"open"
593,"prev_strata",6,15,0.97,0.2,50000,20300593,"open"
594,"prev_strata",6,15,0.97,0.5,50000,20300594,"open"
595,"prev_strata",6,15,0.97,0.8,50000,20300595,"open"
596,"prev_strata",6,15,0.97,0.95,50000,20300596,"open"
597,"prev_strata",6,20,0.65,0.05,50000,20300597,"open"
598,"prev_strata",6,20,0.65,0.2,50000,20300598,"open"
599,"prev_strata",6,20,0.65,0.5,50000,20300599,"open"
600,"prev_strata",6,20,0.65,0.8,50000,20300600,"open"
601,"prev_strata",6,20,0.65,0.95,50000,20300601,"open"
602,"prev_strata",6,20,0.75,0.05,50000,20300602,"open"
603,"prev_strata",6,20,0.75,0.2,50000,20300603,"open"
604,"prev_strata",6,20,0.75,0.5,50000,20300604,"open"
605,"prev_strata",6,20,0.75,0.8,50000,20300605,"open"
606,"prev_strata",6,20,0.75,0.95,50000,20300606,"open"
607,"prev_strata",6,20,0.85,0.05,50000,20300607,"open"
608,"prev_strata",6,20,0.85,0.2,50000,20300608,"open"
609,"prev_strata",6,20,0.85,0.5,50000,20300609,"open"
610,"prev_strata",6,20,0.85,0.8,50000,20300610,"open"
611,"prev_strata",6,20,0.85,0.95,50000,20300611,"open"
612,"prev_strata",6,20,0.92,0.05,50000,20300612,"open"
613,"prev_strata",6,20,0.92,0.2,50000,20300613,"open"
614,"prev_strata",6,20,0.92,0.5,50000,20300614,"open"
615,"prev_strata",6,20,0.92,0.8,50000,20300615,"open"
616,"prev_strata",6,20,0.92,0.95,50000,20300616,"open"
617,"prev_strata",6,20,0.97,0.05,50000,20300617,"open"
618,"prev_strata",6,20,0.97,0.2,50000,20300618,"open"
619,"prev_strata",6,20,0.97,0.5,50000,20300619,"open"
620,"prev_strata",6,20,0.97,0.8,50000,20300620,"open"
621,"prev_strata",6,20,0.97,0.95,50000,20300621,"open"
622,"prev_strata",6,30,0.65,0.05,50000,20300622,"open"
623,"prev_strata",6,30,0.65,0.2,50000,20300623,"open"
624,"prev_strata",6,30,0.65,0.5,50000,20300624,"open"
625,"prev_strata",6,30,0.65,0.8,50000,20300625,"open"
626,"prev_strata",6,30,0.65,0.95,50000,20300626,"open"
627,"prev_strata",6,30,0.75,0.05,50000,20300627,"open"
628,"prev_strata",6,30,0.75,0.2,50000,20300628,"open"
629,"prev_strata",6,30,0.75,0.5,50000,20300629,"open"
630,"prev_strata",6,30,0.75,0.8,50000,20300630,"open"
631,"prev_strata",6,30,0.75,0.95,50000,20300631,"open"
632,"prev_strata",6,30,0.85,0.05,50000,20300632,"open"
633,"prev_strata",6,30,0.85,0.2,50000,20300633,"open"
634,"prev_strata",6,30,0.85,0.5,50000,20300634,"open"
635,"prev_strata",6,30,0.85,0.8,50000,20300635,"open"
636,"prev_strata",6,30,0.85,0.95,50000,20300636,"open"
637,"prev_strata",6,30,0.92,0.05,50000,20300637,"open"
638,"prev_strata",6,30,0.92,0.2,50000,20300638,"open"
639,"prev_strata",6,30,0.92,0.5,50000,20300639,"open"
640,"prev_strata",6,30,0.92,0.8,50000,20300640,"open"
641,"prev_strata",6,30,0.92,0.95,50000,20300641,"open"
642,"prev_strata",6,30,0.97,0.05,50000,20300642,"open"
643,"prev_strata",6,30,0.97,0.2,50000,20300643,"open"
644,"prev_strata",6,30,0.97,0.5,50000,20300644,"open"
645,"prev_strata",6,30,0.97,0.8,50000,20300645,"open"
646,"prev_strata",6,30,0.97,0.95,50000,20300646,"open"
647,"prev_strata",6,50,0.65,0.05,50000,20300647,"open"
648,"prev_strata",6,50,0.65,0.2,50000,20300648,"open"
649,"prev_strata",6,50,0.65,0.5,50000,20300649,"open"
650,"prev_strata",6,50,0.65,0.8,50000,20300650,"open"
651,"prev_strata",6,50,0.65,0.95,50000,20300651,"open"
652,"prev_strata",6,50,0.75,0.05,50000,20300652,"open"
653,"prev_strata",6,50,0.75,0.2,50000,20300653,"open"
654,"prev_strata",6,50,0.75,0.5,50000,20300654,"open"
655,"prev_strata",6,50,0.75,0.8,50000,20300655,"open"
656,"prev_strata",6,50,0.75,0.95,50000,20300656,"open"
657,"prev_strata",6,50,0.85,0.05,50000,20300657,"open"
658,"prev_strata",6,50,0.85,0.2,50000,20300658,"open"
659,"prev_strata",6,50,0.85,0.5,50000,20300659,"open"
660,"prev_strata",6,50,0.85,0.8,50000,20300660,"open"
661,"prev_strata",6,50,0.85,0.95,50000,20300661,"open"
662,"prev_strata",6,50,0.92,0.05,50000,20300662,"open"
663,"prev_strata",6,50,0.92,0.2,50000,20300663,"open"
664,"prev_strata",6,50,0.92,0.5,50000,20300664,"open"
665,"prev_strata",6,50,0.92,0.8,50000,20300665,"open"
666,"prev_strata",6,50,0.92,0.95,50000,20300666,"open"
667,"prev_strata",6,50,0.97,0.05,50000,20300667,"open"
668,"prev_strata",6,50,0.97,0.2,50000,20300668,"open"
669,"prev_strata",6,50,0.97,0.5,50000,20300669,"open"
670,"prev_strata",6,50,0.97,0.8,50000,20300670,"open"
671,"prev_strata",6,50,0.97,0.95,50000,20300671,"open"
672,"prev_strata",6,75,0.65,0.05,50000,20300672,"open"
673,"prev_strata",6,75,0.65,0.2,50000,20300673,"open"
674,"prev_strata",6,75,0.65,0.5,50000,20300674,"open"
675,"prev_strata",6,75,0.65,0.8,50000,20300675,"open"
676,"prev_strata",6,75,0.65,0.95,50000,20300676,"open"
677,"prev_strata",6,75,0.75,0.05,50000,20300677,"open"
678,"prev_strata",6,75,0.75,0.2,50000,20300678,"open"
679,"prev_strata",6,75,0.75,0.5,50000,20300679,"open"
680,"prev_strata",6,75,0.75,0.8,50000,20300680,"open"
681,"prev_strata",6,75,0.75,0.95,50000,20300681,"open"
682,"prev_strata",6,75,0.85,0.05,50000,20300682,"open"
683,"prev_strata",6,75,0.85,0.2,50000,20300683,"open"
684,"prev_strata",6,75,0.85,0.5,50000,20300684,"open"
685,"prev_strata",6,75,0.85,0.8,50000,20300685,"open"
686,"prev_strata",6,75,0.85,0.95,50000,20300686,"open"
687,"prev_strata",6,75,0.92,0.05,50000,20300687,"open"
688,"prev_strata",6,75,0.92,0.2,50000,20300688,"open"
689,"prev_strata",6,75,0.92,0.5,50000,20300689,"open"
690,"prev_strata",6,75,0.92,0.8,50000,20300690,"open"
691,"prev_strata",6,75,0.92,0.95,50000,20300691,"open"
692,"prev_strata",6,75,0.97,0.05,50000,20300692,"open"
693,"prev_strata",6,75,0.97,0.2,50000,20300693,"open"
694,"prev_strata",6,75,0.97,0.5,50000,20300694,"open"
695,"prev_strata",6,75,0.97,0.8,50000,20300695,"open"
696,"prev_strata",6,75,0.97,0.95,50000,20300696,"open"
697,"prev_strata",6,100,0.65,0.05,50000,20300697,"open"
698,"prev_strata",6,100,0.65,0.2,50000,20300698,"open"
699,"prev_strata",6,100,0.65,0.5,50000,20300699,"open"
700,"prev_strata",6,100,0.65,0.8,50000,20300700,"open"
701,"prev_strata",6,100,0.65,0.95,50000,20300701,"open"
702,"prev_strata",6,100,0.75,0.05,50000,20300702,"open"
703,"prev_strata",6,100,0.75,0.2,50000,20300703,"open"
704,"prev_strata",6,100,0.75,0.5,50000,20300704,"open"
705,"prev_strata",6,100,0.75,0.8,50000,20300705,"open"
706,"prev_strata",6,100,0.75,0.95,50000,20300706,"open"
707,"prev_strata",6,100,0.85,0.05,50000,20300707,"open"
708,"prev_strata",6,100,0.85,0.2,50000,20300708,"open"
709,"prev_strata",6,100,0.85,0.5,50000,20300709,"open"
710,"prev_strata",6,100,0.85,0.8,50000,20300710,"open"
711,"prev_strata",6,100,0.85,0.95,50000,20300711,"open"
712,"prev_strata",6,100,0.92,0.05,50000,20300712,"open"
713,"prev_strata",6,100,0.92,0.2,50000,20300713,"open"
714,"prev_strata",6,100,0.92,0.5,50000,20300714,"open"
715,"prev_strata",6,100,0.92,0.8,50000,20300715,"open"
716,"prev_strata",6,100,0.92,0.95,50000,20300716,"open"
717,"prev_strata",6,100,0.97,0.05,50000,20300717,"open"
718,"prev_strata",6,100,0.97,0.2,50000,20300718,"open"
719,"prev_strata",6,100,0.97,0.5,50000,20300719,"open"
720,"prev_strata",6,100,0.97,0.8,50000,20300720,"open"
721,"prev_strata",6,100,0.97,0.95,50000,20300721,"open"
722,"prev_strata",6,150,0.65,0.05,50000,20300722,"open"
723,"prev_strata",6,150,0.65,0.2,50000,20300723,"open"
724,"prev_strata",6,150,0.65,0.5,50000,20300724,"open"
725,"prev_strata",6,150,0.65,0.8,50000,20300725,"open"
726,"prev_strata",6,150,0.65,0.95,50000,20300726,"open"
727,"prev_strata",6,150,0.75,0.05,50000,20300727,"open"
728,"prev_strata",6,150,0.75,0.2,50000,20300728,"open"
729,"prev_strata",6,150,0.75,0.5,50000,20300729,"open"
730,"prev_strata",6,150,0.75,0.8,50000,20300730,"open"
731,"prev_strata",6,150,0.75,0.95,50000,20300731,"open"
732,"prev_strata",6,150,0.85,0.05,50000,20300732,"open"
733,"prev_strata",6,150,0.85,0.2,50000,20300733,"open"
734,"prev_strata",6,150,0.85,0.5,50000,20300734,"open"
735,"prev_strata",6,150,0.85,0.8,50000,20300735,"open"
736,"prev_strata",6,150,0.85,0.95,50000,20300736,"open"
737,"prev_strata",6,150,0.92,0.05,50000,20300737,"open"
738,"prev_strata",6,150,0.92,0.2,50000,20300738,"open"
739,"prev_strata",6,150,0.92,0.5,50000,20300739,"open"
740,"prev_strata",6,150,0.92,0.8,50000,20300740,"open"
741,"prev_strata",6,150,0.92,0.95,50000,20300741,"open"
742,"prev_strata",6,150,0.97,0.05,50000,20300742,"open"
743,"prev_strata",6,150,0.97,0.2,50000,20300743,"open"
744,"prev_strata",6,150,0.97,0.5,50000,20300744,"open"
745,"prev_strata",6,150,0.97,0.8,50000,20300745,"open"
746,"prev_strata",6,150,0.97,0.95,50000,20300746,"open"
747,"prev_strata",6,200,0.65,0.05,50000,20300747,"open"
748,"prev_strata",6,200,0.65,0.2,50000,20300748,"open"
749,"prev_strata",6,200,0.65,0.5,50000,20300749,"open"
750,"prev_strata",6,200,0.65,0.8,50000,20300750,"open"
751,"prev_strata",6,200,0.65,0.95,50000,20300751,"open"
752,"prev_strata",6,200,0.75,0.05,50000,20300752,"open"
753,"prev_strata",6,200,0.75,0.2,50000,20300753,"open"
754,"prev_strata",6,200,0.75,0.5,50000,20300754,"open"
755,"prev_strata",6,200,0.75,0.8,50000,20300755,"open"
756,"prev_strata",6,200,0.75,0.95,50000,20300756,"open"
757,"prev_strata",6,200,0.85,0.05,50000,20300757,"open"
758,"prev_strata",6,200,0.85,0.2,50000,20300758,"open"
759,"prev_strata",6,200,0.85,0.5,50000,20300759,"open"
760,"prev_strata",6,200,0.85,0.8,50000,20300760,"open"
761,"prev_strata",6,200,0.85,0.95,50000,20300761,"open"
762,"prev_strata",6,200,0.92,0.05,50000,20300762,"open"
763,"prev_strata",6,200,0.92,0.2,50000,20300763,"open"
764,"prev_strata",6,200,0.92,0.5,50000,20300764,"open"
765,"prev_strata",6,200,0.92,0.8,50000,20300765,"open"
766,"prev_strata",6,200,0.92,0.95,50000,20300766,"open"
767,"prev_strata",6,200,0.97,0.05,50000,20300767,"open"
768,"prev_strata",6,200,0.97,0.2,50000,20300768,"open"
769,"prev_strata",6,200,0.97,0.5,50000,20300769,"open"
770,"prev_strata",6,200,0.97,0.8,50000,20300770,"open"
771,"prev_strata",6,200,0.97,0.95,50000,20300771,"open"
772,"prev_strata",6,300,0.65,0.05,50000,20300772,"open"
773,"prev_strata",6,300,0.65,0.2,50000,20300773,"open"
774,"prev_strata",6,300,0.65,0.5,50000,20300774,"open"
775,"prev_strata",6,300,0.65,0.8,50000,20300775,"open"
776,"prev_strata",6,300,0.65,0.95,50000,20300776,"open"
777,"prev_strata",6,300,0.75,0.05,50000,20300777,"open"
778,"prev_strata",6,300,0.75,0.2,50000,20300778,"open"
779,"prev_strata",6,300,0.75,0.5,50000,20300779,"open"
780,"prev_strata",6,300,0.75,0.8,50000,20300780,"open"
781,"prev_strata",6,300,0.75,0.95,50000,20300781,"open"
782,"prev_strata",6,300,0.85,0.05,50000,20300782,"open"
783,"prev_strata",6,300,0.85,0.2,50000,20300783,"open"
784,"prev_strata",6,300,0.85,0.5,50000,20300784,"open"
785,"prev_strata",6,300,0.85,0.8,50000,20300785,"open"
786,"prev_strata",6,300,0.85,0.95,50000,20300786,"open"
787,"prev_strata",6,300,0.92,0.05,50000,20300787,"open"
788,"prev_strata",6,300,0.92,0.2,50000,20300788,"open"
789,"prev_strata",6,300,0.92,0.5,50000,20300789,"open"
790,"prev_strata",6,300,0.92,0.8,50000,20300790,"open"
791,"prev_strata",6,300,0.92,0.95,50000,20300791,"open"
792,"prev_strata",6,300,0.97,0.05,50000,20300792,"open"
793,"prev_strata",6,300,0.97,0.2,50000,20300793,"open"
794,"prev_strata",6,300,0.97,0.5,50000,20300794,"open"
795,"prev_strata",6,300,0.97,0.8,50000,20300795,"open"
796,"prev_strata",6,300,0.97,0.95,50000,20300796,"open"
797,"prev_strata",6,500,0.65,0.05,50000,20300797,"open"
798,"prev_strata",6,500,0.65,0.2,50000,20300798,"open"
799,"prev_strata",6,500,0.65,0.5,50000,20300799,"open"
800,"prev_strata",6,500,0.65,0.8,50000,20300800,"open"
801,"prev_strata",6,500,0.65,0.95,50000,20300801,"open"
802,"prev_strata",6,500,0.75,0.05,50000,20300802,"open"
803,"prev_strata",6,500,0.75,0.2,50000,20300803,"open"
804,"prev_strata",6,500,0.75,0.5,50000,20300804,"open"
805,"prev_strata",6,500,0.75,0.8,50000,20300805,"open"
806,"prev_strata",6,500,0.75,0.95,50000,20300806,"open"
807,"prev_strata",6,500,0.85,0.05,50000,20300807,"open"
808,"prev_strata",6,500,0.85,0.2,50000,20300808,"open"
809,"prev_strata",6,500,0.85,0.5,50000,20300809,"open"
810,"prev_strata",6,500,0.85,0.8,50000,20300810,"open"
811,"prev_strata",6,500,0.85,0.95,50000,20300811,"open"
812,"prev_strata",6,500,0.92,0.05,50000,20300812,"open"
813,"prev_strata",6,500,0.92,0.2,50000,20300813,"open"
814,"prev_strata",6,500,0.92,0.5,50000,20300814,"open"
815,"prev_strata",6,500,0.92,0.8,50000,20300815,"open"
816,"prev_strata",6,500,0.92,0.95,50000,20300816,"open"
817,"prev_strata",6,500,0.97,0.05,50000,20300817,"open"
818,"prev_strata",6,500,0.97,0.2,50000,20300818,"open"
819,"prev_strata",6,500,0.97,0.5,50000,20300819,"open"
820,"prev_strata",6,500,0.97,0.8,50000,20300820,"open"
821,"prev_strata",6,500,0.97,0.95,50000,20300821,"open"
822,"prev_strata",6,1000,0.65,0.05,50000,20300822,"open"
823,"prev_strata",6,1000,0.65,0.2,50000,20300823,"open"
824,"prev_strata",6,1000,0.65,0.5,50000,20300824,"open"
825,"prev_strata",6,1000,0.65,0.8,50000,20300825,"open"
826,"prev_strata",6,1000,0.65,0.95,50000,20300826,"open"
827,"prev_strata",6,1000,0.75,0.05,50000,20300827,"open"
828,"prev_strata",6,1000,0.75,0.2,50000,20300828,"open"
829,"prev_strata",6,1000,0.75,0.5,50000,20300829,"open"
830,"prev_strata",6,1000,0.75,0.8,50000,20300830,"open"
831,"prev_strata",6,1000,0.75,0.95,50000,20300831,"open"
832,"prev_strata",6,1000,0.85,0.05,50000,20300832,"open"
833,"prev_strata",6,1000,0.85,0.2,50000,20300833,"open"
834,"prev_strata",6,1000,0.85,0.5,50000,20300834,"open"
835,"prev_strata",6,1000,0.85,0.8,50000,20300835,"open"
836,"prev_strata",6,1000,0.85,0.95,50000,20300836,"open"
837,"prev_strata",6,1000,0.92,0.05,50000,20300837,"open"
838,"prev_strata",6,1000,0.92,0.2,50000,20300838,"open"
839,"prev_strata",6,1000,0.92,0.5,50000,20300839,"open"
840,"prev_strata",6,1000,0.92,0.8,50000,20300840,"open"
841,"prev_strata",6,1000,0.92,0.95,50000,20300841,"open"
842,"prev_strata",6,1000,0.97,0.05,50000,20300842,"open"
843,"prev_strata",6,1000,0.97,0.2,50000,20300843,"open"
844,"prev_strata",6,1000,0.97,0.5,50000,20300844,"open"
845,"prev_strata",6,1000,0.97,0.8,50000,20300845,"open"
846,"prev_strata",6,1000,0.97,0.95,50000,20300846,"open"
847,"prev_strata",8,15,0.65,0.05,50000,20300847,"open"
848,"prev_strata",8,15,0.65,0.2,50000,20300848,"open"
849,"prev_strata",8,15,0.65,0.5,50000,20300849,"open"
850,"prev_strata",8,15,0.65,0.8,50000,20300850,"open"
851,"prev_strata",8,15,0.65,0.95,50000,20300851,"open"
852,"prev_strata",8,15,0.75,0.05,50000,20300852,"open"
853,"prev_strata",8,15,0.75,0.2,50000,20300853,"open"
854,"prev_strata",8,15,0.75,0.5,50000,20300854,"open"
855,"prev_strata",8,15,0.75,0.8,50000,20300855,"open"
856,"prev_strata",8,15,0.75,0.95,50000,20300856,"open"
857,"prev_strata",8,15,0.85,0.05,50000,20300857,"open"
858,"prev_strata",8,15,0.85,0.2,50000,20300858,"open"
859,"prev_strata",8,15,0.85,0.5,50000,20300859,"open"
860,"prev_strata",8,15,0.85,0.8,50000,20300860,"open"
861,"prev_strata",8,15,0.85,0.95,50000,20300861,"open"
862,"prev_strata",8,15,0.92,0.05,50000,20300862,"open"
863,"prev_strata",8,15,0.92,0.2,50000,20300863,"open"
864,"prev_strata",8,15,0.92,0.5,50000,20300864,"open"
865,"prev_strata",8,15,0.92,0.8,50000,20300865,"open"
866,"prev_strata",8,15,0.92,0.95,50000,20300866,"open"
